Quality	Count	Library
33	2072.0	JTSVD16_R2_rmphix_fastqc
34	84410.0	JTSVD16_R2_rmphix_fastqc
35	1770397.0	JTSVD16_R2_rmphix_fastqc
36	2.4034781E7	JTSVD16_R2_rmphix_fastqc
37	2907025.0	JTSVD16_R2_rmphix_fastqc
32	23.0	JTSVD17_R1_rmphix_fastqc
33	3639.0	JTSVD17_R1_rmphix_fastqc
34	110542.0	JTSVD17_R1_rmphix_fastqc
35	1422480.0	JTSVD17_R1_rmphix_fastqc
36	2.1304728E7	JTSVD17_R1_rmphix_fastqc
37	4352043.0	JTSVD17_R1_rmphix_fastqc
32	8.0	JTSVD17_R2_rmphix_fastqc
33	1548.0	JTSVD17_R2_rmphix_fastqc
34	65792.0	JTSVD17_R2_rmphix_fastqc
35	1556559.0	JTSVD17_R2_rmphix_fastqc
36	2.2816255E7	JTSVD17_R2_rmphix_fastqc
37	2753293.0	JTSVD17_R2_rmphix_fastqc
32	22.0	JTSVD18_R1_rmphix_fastqc
33	3310.0	JTSVD18_R1_rmphix_fastqc
34	102940.0	JTSVD18_R1_rmphix_fastqc
35	1383373.0	JTSVD18_R1_rmphix_fastqc
36	2.1993365E7	JTSVD18_R1_rmphix_fastqc
37	4892843.0	JTSVD18_R1_rmphix_fastqc
32	14.0	JTSVD18_R2_rmphix_fastqc
33	2280.0	JTSVD18_R2_rmphix_fastqc
34	96021.0	JTSVD18_R2_rmphix_fastqc
35	2022196.0	JTSVD18_R2_rmphix_fastqc
36	2.3712008E7	JTSVD18_R2_rmphix_fastqc
37	2543334.0	JTSVD18_R2_rmphix_fastqc
32	25.0	JTSVD19_R1_rmphix_fastqc
33	3214.0	JTSVD19_R1_rmphix_fastqc
