Length	Count	Library
75-79	201133.0	JVD89_R1_rmphix_fastqc
80-84	197408.0	JVD89_R1_rmphix_fastqc
85-89	195431.0	JVD89_R1_rmphix_fastqc
90-94	196379.0	JVD89_R1_rmphix_fastqc
95-99	204756.0	JVD89_R1_rmphix_fastqc
100-104	221390.0	JVD89_R1_rmphix_fastqc
105-109	220428.0	JVD89_R1_rmphix_fastqc
110-114	216775.0	JVD89_R1_rmphix_fastqc
115-119	217903.0	JVD89_R1_rmphix_fastqc
120-124	238932.0	JVD89_R1_rmphix_fastqc
125-129	244078.0	JVD89_R1_rmphix_fastqc
130-134	244829.0	JVD89_R1_rmphix_fastqc
135-139	243912.0	JVD89_R1_rmphix_fastqc
140-144	275408.0	JVD89_R1_rmphix_fastqc
145-149	351379.0	JVD89_R1_rmphix_fastqc
150-152	2.2731214E7	JVD89_R1_rmphix_fastqc
50-54	244541.0	JVD89_R2_rmphix_fastqc
55-59	246190.0	JVD89_R2_rmphix_fastqc
60-64	234203.0	JVD89_R2_rmphix_fastqc
65-69	255894.0	JVD89_R2_rmphix_fastqc
70-74	248633.0	JVD89_R2_rmphix_fastqc
75-79	250857.0	JVD89_R2_rmphix_fastqc
80-84	249279.0	JVD89_R2_rmphix_fastqc
85-89	247175.0	JVD89_R2_rmphix_fastqc
90-94	250735.0	JVD89_R2_rmphix_fastqc
95-99	252696.0	JVD89_R2_rmphix_fastqc
100-104	256305.0	JVD89_R2_rmphix_fastqc
105-109	260274.0	JVD89_R2_rmphix_fastqc
110-114	265543.0	JVD89_R2_rmphix_fastqc
115-119	275217.0	JVD89_R2_rmphix_fastqc
120-124	282317.0	JVD89_R2_rmphix_fastqc
125-129	297223.0	JVD89_R2_rmphix_fastqc
130-134	304787.0	JVD89_R2_rmphix_fastqc
135-139	330677.0	JVD89_R2_rmphix_fastqc
140-144	336136.0	JVD89_R2_rmphix_fastqc
145-149	399055.0	JVD89_R2_rmphix_fastqc
150-152	2.1801426E7	JVD89_R2_rmphix_fastqc
50-54	307905.0	JVD90_R1_rmphix_fastqc
55-59	282374.0	JVD90_R1_rmphix_fastqc
60-64	273861.0	JVD90_R1_rmphix_fastqc
65-69	269442.0	JVD90_R1_rmphix_fastqc
70-74	268228.0	JVD90_R1_rmphix_fastqc
75-79	256866.0	JVD90_R1_rmphix_fastqc
80-84	253125.0	JVD90_R1_rmphix_fastqc
85-89	249208.0	JVD90_R1_rmphix_fastqc
90-94	250254.0	JVD90_R1_rmphix_fastqc
95-99	262472.0	JVD90_R1_rmphix_fastqc
100-104	284826.0	JVD90_R1_rmphix_fastqc
105-109	283497.0	JVD90_R1_rmphix_fastqc
110-114	276871.0	JVD90_R1_rmphix_fastqc
115-119	279399.0	JVD90_R1_rmphix_fastqc
120-124	304758.0	JVD90_R1_rmphix_fastqc
125-129	311556.0	JVD90_R1_rmphix_fastqc
130-134	313011.0	JVD90_R1_rmphix_fastqc
135-139	312164.0	JVD90_R1_rmphix_fastqc
140-144	354036.0	JVD90_R1_rmphix_fastqc
145-149	453598.0	JVD90_R1_rmphix_fastqc
150-152	2.8883041E7	JVD90_R1_rmphix_fastqc
50-54	300294.0	JVD90_R2_rmphix_fastqc
55-59	296925.0	JVD90_R2_rmphix_fastqc
60-64	285039.0	JVD90_R2_rmphix_fastqc
65-69	312179.0	JVD90_R2_rmphix_fastqc
70-74	302689.0	JVD90_R2_rmphix_fastqc
75-79	305550.0	JVD90_R2_rmphix_fastqc
80-84	304847.0	JVD90_R2_rmphix_fastqc
85-89	298750.0	JVD90_R2_rmphix_fastqc
90-94	303524.0	JVD90_R2_rmphix_fastqc
95-99	306633.0	JVD90_R2_rmphix_fastqc
100-104	311374.0	JVD90_R2_rmphix_fastqc
105-109	315830.0	JVD90_R2_rmphix_fastqc
110-114	322692.0	JVD90_R2_rmphix_fastqc
115-119	333493.0	JVD90_R2_rmphix_fastqc
120-124	343463.0	JVD90_R2_rmphix_fastqc
125-129	360881.0	JVD90_R2_rmphix_fastqc
130-134	372501.0	JVD90_R2_rmphix_fastqc
135-139	400096.0	JVD90_R2_rmphix_fastqc
140-144	409751.0	JVD90_R2_rmphix_fastqc
145-149	484882.0	JVD90_R2_rmphix_fastqc
150-152	2.8059099E7	JVD90_R2_rmphix_fastqc
50-54	227966.0	JVD91_R1_rmphix_fastqc
55-59	210783.0	JVD91_R1_rmphix_fastqc
60-64	203488.0	JVD91_R1_rmphix_fastqc
65-69	200284.0	JVD91_R1_rmphix_fastqc
70-74	198976.0	JVD91_R1_rmphix_fastqc
75-79	190525.0	JVD91_R1_rmphix_fastqc
80-84	188024.0	JVD91_R1_rmphix_fastqc
85-89	185029.0	JVD91_R1_rmphix_fastqc
90-94	186732.0	JVD91_R1_rmphix_fastqc
95-99	193934.0	JVD91_R1_rmphix_fastqc
100-104	211752.0	JVD91_R1_rmphix_fastqc
105-109	209884.0	JVD91_R1_rmphix_fastqc
110-114	205644.0	JVD91_R1_rmphix_fastqc
115-119	207361.0	JVD91_R1_rmphix_fastqc
120-124	226624.0	JVD91_R1_rmphix_fastqc
125-129	231911.0	JVD91_R1_rmphix_fastqc
130-134	233462.0	JVD91_R1_rmphix_fastqc
135-139	233154.0	JVD91_R1_rmphix_fastqc
140-144	260260.0	JVD91_R1_rmphix_fastqc
145-149	335663.0	JVD91_R1_rmphix_fastqc
150-152	2.2641995E7	JVD91_R1_rmphix_fastqc
50-54	242657.0	JVD91_R2_rmphix_fastqc
55-59	245710.0	JVD91_R2_rmphix_fastqc
60-64	234161.0	JVD91_R2_rmphix_fastqc
65-69	254053.0	JVD91_R2_rmphix_fastqc
70-74	246796.0	JVD91_R2_rmphix_fastqc
75-79	249064.0	JVD91_R2_rmphix_fastqc
80-84	248761.0	JVD91_R2_rmphix_fastqc
85-89	245977.0	JVD91_R2_rmphix_fastqc
90-94	249898.0	JVD91_R2_rmphix_fastqc
95-99	252278.0	JVD91_R2_rmphix_fastqc
100-104	257085.0	JVD91_R2_rmphix_fastqc
105-109	261618.0	JVD91_R2_rmphix_fastqc
110-114	266532.0	JVD91_R2_rmphix_fastqc
115-119	277915.0	JVD91_R2_rmphix_fastqc
120-124	287257.0	JVD91_R2_rmphix_fastqc
125-129	303694.0	JVD91_R2_rmphix_fastqc
130-134	310054.0	JVD91_R2_rmphix_fastqc
135-139	337687.0	JVD91_R2_rmphix_fastqc
140-144	344708.0	JVD91_R2_rmphix_fastqc
145-149	408838.0	JVD91_R2_rmphix_fastqc
150-152	2.1458708E7	JVD91_R2_rmphix_fastqc
50-54	244477.0	JVD92_R1_rmphix_fastqc
55-59	224848.0	JVD92_R1_rmphix_fastqc
60-64	219962.0	JVD92_R1_rmphix_fastqc
65-69	215154.0	JVD92_R1_rmphix_fastqc
70-74	215855.0	JVD92_R1_rmphix_fastqc
75-79	206997.0	JVD92_R1_rmphix_fastqc
80-84	203942.0	JVD92_R1_rmphix_fastqc
85-89	201672.0	JVD92_R1_rmphix_fastqc
90-94	203321.0	JVD92_R1_rmphix_fastqc
95-99	213016.0	JVD92_R1_rmphix_fastqc
100-104	232149.0	JVD92_R1_rmphix_fastqc
105-109	230315.0	JVD92_R1_rmphix_fastqc
110-114	226004.0	JVD92_R1_rmphix_fastqc
115-119	228926.0	JVD92_R1_rmphix_fastqc
120-124	251729.0	JVD92_R1_rmphix_fastqc
125-129	256640.0	JVD92_R1_rmphix_fastqc
130-134	260342.0	JVD92_R1_rmphix_fastqc
135-139	259083.0	JVD92_R1_rmphix_fastqc
140-144	290594.0	JVD92_R1_rmphix_fastqc
145-149	373085.0	JVD92_R1_rmphix_fastqc
150-152	2.4282538E7	JVD92_R1_rmphix_fastqc
50-54	223325.0	JVD92_R2_rmphix_fastqc
55-59	224950.0	JVD92_R2_rmphix_fastqc
60-64	216107.0	JVD92_R2_rmphix_fastqc
65-69	238758.0	JVD92_R2_rmphix_fastqc
70-74	233146.0	JVD92_R2_rmphix_fastqc
75-79	237470.0	JVD92_R2_rmphix_fastqc
80-84	236780.0	JVD92_R2_rmphix_fastqc
85-89	234410.0	JVD92_R2_rmphix_fastqc
90-94	238997.0	JVD92_R2_rmphix_fastqc
95-99	242459.0	JVD92_R2_rmphix_fastqc
100-104	249289.0	JVD92_R2_rmphix_fastqc
105-109	255428.0	JVD92_R2_rmphix_fastqc
110-114	262873.0	JVD92_R2_rmphix_fastqc
115-119	275886.0	JVD92_R2_rmphix_fastqc
120-124	287428.0	JVD92_R2_rmphix_fastqc
125-129	304418.0	JVD92_R2_rmphix_fastqc
130-134	315099.0	JVD92_R2_rmphix_fastqc
135-139	343990.0	JVD92_R2_rmphix_fastqc
140-144	355154.0	JVD92_R2_rmphix_fastqc
145-149	424908.0	JVD92_R2_rmphix_fastqc
150-152	2.3639774E7	JVD92_R2_rmphix_fastqc
50-54	225208.0	JVD93_R1_rmphix_fastqc
55-59	207691.0	JVD93_R1_rmphix_fastqc
60-64	200910.0	JVD93_R1_rmphix_fastqc
65-69	196027.0	JVD93_R1_rmphix_fastqc
70-74	196267.0	JVD93_R1_rmphix_fastqc
75-79	186840.0	JVD93_R1_rmphix_fastqc
80-84	185353.0	JVD93_R1_rmphix_fastqc
85-89	181691.0	JVD93_R1_rmphix_fastqc
90-94	182437.0	JVD93_R1_rmphix_fastqc
95-99	190016.0	JVD93_R1_rmphix_fastqc
100-104	208137.0	JVD93_R1_rmphix_fastqc
105-109	205140.0	JVD93_R1_rmphix_fastqc
110-114	201072.0	JVD93_R1_rmphix_fastqc
115-119	203014.0	JVD93_R1_rmphix_fastqc
120-124	221132.0	JVD93_R1_rmphix_fastqc
125-129	225943.0	JVD93_R1_rmphix_fastqc
130-134	228133.0	JVD93_R1_rmphix_fastqc
135-139	227201.0	JVD93_R1_rmphix_fastqc
140-144	254037.0	JVD93_R1_rmphix_fastqc
145-149	323351.0	JVD93_R1_rmphix_fastqc
150-152	2.1835513E7	JVD93_R1_rmphix_fastqc
50-54	213153.0	JVD93_R2_rmphix_fastqc
55-59	215872.0	JVD93_R2_rmphix_fastqc
60-64	205336.0	JVD93_R2_rmphix_fastqc
65-69	225975.0	JVD93_R2_rmphix_fastqc
70-74	218166.0	JVD93_R2_rmphix_fastqc
75-79	222650.0	JVD93_R2_rmphix_fastqc
80-84	219219.0	JVD93_R2_rmphix_fastqc
85-89	218272.0	JVD93_R2_rmphix_fastqc
90-94	220838.0	JVD93_R2_rmphix_fastqc
95-99	222370.0	JVD93_R2_rmphix_fastqc
100-104	226245.0	JVD93_R2_rmphix_fastqc
105-109	231486.0	JVD93_R2_rmphix_fastqc
110-114	235323.0	JVD93_R2_rmphix_fastqc
115-119	245899.0	JVD93_R2_rmphix_fastqc
120-124	254519.0	JVD93_R2_rmphix_fastqc
125-129	267738.0	JVD93_R2_rmphix_fastqc
130-134	276184.0	JVD93_R2_rmphix_fastqc
135-139	300577.0	JVD93_R2_rmphix_fastqc
140-144	309452.0	JVD93_R2_rmphix_fastqc
145-149	366402.0	JVD93_R2_rmphix_fastqc
150-152	2.1189437E7	JVD93_R2_rmphix_fastqc
50-54	267009.0	JVD94_R1_rmphix_fastqc
55-59	249887.0	JVD94_R1_rmphix_fastqc
60-64	238752.0	JVD94_R1_rmphix_fastqc
65-69	235053.0	JVD94_R1_rmphix_fastqc
70-74	229982.0	JVD94_R1_rmphix_fastqc
75-79	219242.0	JVD94_R1_rmphix_fastqc
80-84	215769.0	JVD94_R1_rmphix_fastqc
85-89	210740.0	JVD94_R1_rmphix_fastqc
90-94	213324.0	JVD94_R1_rmphix_fastqc
95-99	220151.0	JVD94_R1_rmphix_fastqc
100-104	239966.0	JVD94_R1_rmphix_fastqc
105-109	236486.0	JVD94_R1_rmphix_fastqc
110-114	231701.0	JVD94_R1_rmphix_fastqc
115-119	232796.0	JVD94_R1_rmphix_fastqc
120-124	253637.0	JVD94_R1_rmphix_fastqc
125-129	260111.0	JVD94_R1_rmphix_fastqc
130-134	260848.0	JVD94_R1_rmphix_fastqc
135-139	260653.0	JVD94_R1_rmphix_fastqc
140-144	289816.0	JVD94_R1_rmphix_fastqc
145-149	372309.0	JVD94_R1_rmphix_fastqc
150-152	2.4818113E7	JVD94_R1_rmphix_fastqc
50-54	221521.0	JVD94_R2_rmphix_fastqc
55-59	222238.0	JVD94_R2_rmphix_fastqc
60-64	210729.0	JVD94_R2_rmphix_fastqc
65-69	233429.0	JVD94_R2_rmphix_fastqc
70-74	224435.0	JVD94_R2_rmphix_fastqc
75-79	227455.0	JVD94_R2_rmphix_fastqc
80-84	223775.0	JVD94_R2_rmphix_fastqc
85-89	224244.0	JVD94_R2_rmphix_fastqc
90-94	227347.0	JVD94_R2_rmphix_fastqc
95-99	228416.0	JVD94_R2_rmphix_fastqc
100-104	231564.0	JVD94_R2_rmphix_fastqc
105-109	236169.0	JVD94_R2_rmphix_fastqc
110-114	240949.0	JVD94_R2_rmphix_fastqc
115-119	251458.0	JVD94_R2_rmphix_fastqc
120-124	260844.0	JVD94_R2_rmphix_fastqc
125-129	274229.0	JVD94_R2_rmphix_fastqc
130-134	283297.0	JVD94_R2_rmphix_fastqc
135-139	309293.0	JVD94_R2_rmphix_fastqc
140-144	318030.0	JVD94_R2_rmphix_fastqc
145-149	381384.0	JVD94_R2_rmphix_fastqc
150-152	2.4725539E7	JVD94_R2_rmphix_fastqc
50-54	249952.0	JVD95_R1_rmphix_fastqc
55-59	232358.0	JVD95_R1_rmphix_fastqc
60-64	223777.0	JVD95_R1_rmphix_fastqc
65-69	218067.0	JVD95_R1_rmphix_fastqc
70-74	216310.0	JVD95_R1_rmphix_fastqc
75-79	206178.0	JVD95_R1_rmphix_fastqc
80-84	202418.0	JVD95_R1_rmphix_fastqc
85-89	198565.0	JVD95_R1_rmphix_fastqc
90-94	200191.0	JVD95_R1_rmphix_fastqc
95-99	206953.0	JVD95_R1_rmphix_fastqc
100-104	225599.0	JVD95_R1_rmphix_fastqc
105-109	222895.0	JVD95_R1_rmphix_fastqc
110-114	217896.0	JVD95_R1_rmphix_fastqc
115-119	219071.0	JVD95_R1_rmphix_fastqc
120-124	237527.0	JVD95_R1_rmphix_fastqc
125-129	242318.0	JVD95_R1_rmphix_fastqc
130-134	244862.0	JVD95_R1_rmphix_fastqc
135-139	243662.0	JVD95_R1_rmphix_fastqc
140-144	271476.0	JVD95_R1_rmphix_fastqc
145-149	347190.0	JVD95_R1_rmphix_fastqc
150-152	2.3840331E7	JVD95_R1_rmphix_fastqc
50-54	200825.0	JVD95_R2_rmphix_fastqc
55-59	202340.0	JVD95_R2_rmphix_fastqc
60-64	192540.0	JVD95_R2_rmphix_fastqc
65-69	214045.0	JVD95_R2_rmphix_fastqc
70-74	206800.0	JVD95_R2_rmphix_fastqc
75-79	209682.0	JVD95_R2_rmphix_fastqc
80-84	206384.0	JVD95_R2_rmphix_fastqc
85-89	206772.0	JVD95_R2_rmphix_fastqc
90-94	211645.0	JVD95_R2_rmphix_fastqc
95-99	212810.0	JVD95_R2_rmphix_fastqc
100-104	216136.0	JVD95_R2_rmphix_fastqc
105-109	220868.0	JVD95_R2_rmphix_fastqc
110-114	224955.0	JVD95_R2_rmphix_fastqc
115-119	235736.0	JVD95_R2_rmphix_fastqc
120-124	243744.0	JVD95_R2_rmphix_fastqc
125-129	258581.0	JVD95_R2_rmphix_fastqc
130-134	267318.0	JVD95_R2_rmphix_fastqc
135-139	291177.0	JVD95_R2_rmphix_fastqc
140-144	300074.0	JVD95_R2_rmphix_fastqc
145-149	360625.0	JVD95_R2_rmphix_fastqc
150-152	2.3784539E7	JVD95_R2_rmphix_fastqc
50-54	272976.0	JVD96_R1_rmphix_fastqc
55-59	251892.0	JVD96_R1_rmphix_fastqc
60-64	245300.0	JVD96_R1_rmphix_fastqc
65-69	240598.0	JVD96_R1_rmphix_fastqc
70-74	241393.0	JVD96_R1_rmphix_fastqc
75-79	230716.0	JVD96_R1_rmphix_fastqc
80-84	228506.0	JVD96_R1_rmphix_fastqc
85-89	224360.0	JVD96_R1_rmphix_fastqc
90-94	225217.0	JVD96_R1_rmphix_fastqc
95-99	237357.0	JVD96_R1_rmphix_fastqc
100-104	259010.0	JVD96_R1_rmphix_fastqc
105-109	257182.0	JVD96_R1_rmphix_fastqc
110-114	251400.0	JVD96_R1_rmphix_fastqc
115-119	253750.0	JVD96_R1_rmphix_fastqc
120-124	277918.0	JVD96_R1_rmphix_fastqc
125-129	285056.0	JVD96_R1_rmphix_fastqc
130-134	288508.0	JVD96_R1_rmphix_fastqc
135-139	286766.0	JVD96_R1_rmphix_fastqc
140-144	321464.0	JVD96_R1_rmphix_fastqc
145-149	413143.0	JVD96_R1_rmphix_fastqc
150-152	2.6834646E7	JVD96_R1_rmphix_fastqc
50-54	281210.0	JVD96_R2_rmphix_fastqc
55-59	282568.0	JVD96_R2_rmphix_fastqc
60-64	269545.0	JVD96_R2_rmphix_fastqc
65-69	295524.0	JVD96_R2_rmphix_fastqc
70-74	286421.0	JVD96_R2_rmphix_fastqc
75-79	292266.0	JVD96_R2_rmphix_fastqc
80-84	289575.0	JVD96_R2_rmphix_fastqc
85-89	286288.0	JVD96_R2_rmphix_fastqc
90-94	289004.0	JVD96_R2_rmphix_fastqc
95-99	291196.0	JVD96_R2_rmphix_fastqc
100-104	299756.0	JVD96_R2_rmphix_fastqc
105-109	306160.0	JVD96_R2_rmphix_fastqc
110-114	311029.0	JVD96_R2_rmphix_fastqc
115-119	325292.0	JVD96_R2_rmphix_fastqc
120-124	336102.0	JVD96_R2_rmphix_fastqc
125-129	356800.0	JVD96_R2_rmphix_fastqc
130-134	365330.0	JVD96_R2_rmphix_fastqc
135-139	395660.0	JVD96_R2_rmphix_fastqc
140-144	406532.0	JVD96_R2_rmphix_fastqc
145-149	481764.0	JVD96_R2_rmphix_fastqc
150-152	2.5679136E7	JVD96_R2_rmphix_fastqc
50-54	235186.0	JVD97_R1_rmphix_fastqc
55-59	217597.0	JVD97_R1_rmphix_fastqc
60-64	209962.0	JVD97_R1_rmphix_fastqc
65-69	205544.0	JVD97_R1_rmphix_fastqc
70-74	203903.0	JVD97_R1_rmphix_fastqc
75-79	194425.0	JVD97_R1_rmphix_fastqc
80-84	191600.0	JVD97_R1_rmphix_fastqc
85-89	188435.0	JVD97_R1_rmphix_fastqc
90-94	189781.0	JVD97_R1_rmphix_fastqc
95-99	196894.0	JVD97_R1_rmphix_fastqc
100-104	214145.0	JVD97_R1_rmphix_fastqc
105-109	212268.0	JVD97_R1_rmphix_fastqc
110-114	207380.0	JVD97_R1_rmphix_fastqc
115-119	209664.0	JVD97_R1_rmphix_fastqc
120-124	227390.0	JVD97_R1_rmphix_fastqc
125-129	231662.0	JVD97_R1_rmphix_fastqc
130-134	233419.0	JVD97_R1_rmphix_fastqc
135-139	233139.0	JVD97_R1_rmphix_fastqc
140-144	260069.0	JVD97_R1_rmphix_fastqc
145-149	331981.0	JVD97_R1_rmphix_fastqc
150-152	2.2447358E7	JVD97_R1_rmphix_fastqc
50-54	199253.0	JVD97_R2_rmphix_fastqc
55-59	199108.0	JVD97_R2_rmphix_fastqc
60-64	191378.0	JVD97_R2_rmphix_fastqc
65-69	211715.0	JVD97_R2_rmphix_fastqc
70-74	205165.0	JVD97_R2_rmphix_fastqc
75-79	206767.0	JVD97_R2_rmphix_fastqc
80-84	204824.0	JVD97_R2_rmphix_fastqc
85-89	202474.0	JVD97_R2_rmphix_fastqc
90-94	206688.0	JVD97_R2_rmphix_fastqc
95-99	207897.0	JVD97_R2_rmphix_fastqc
100-104	211035.0	JVD97_R2_rmphix_fastqc
105-109	216708.0	JVD97_R2_rmphix_fastqc
110-114	221033.0	JVD97_R2_rmphix_fastqc
115-119	230001.0	JVD97_R2_rmphix_fastqc
120-124	237918.0	JVD97_R2_rmphix_fastqc
125-129	251034.0	JVD97_R2_rmphix_fastqc
130-134	259460.0	JVD97_R2_rmphix_fastqc
135-139	282101.0	JVD97_R2_rmphix_fastqc
140-144	290831.0	JVD97_R2_rmphix_fastqc
145-149	346517.0	JVD97_R2_rmphix_fastqc
150-152	2.2259895E7	JVD97_R2_rmphix_fastqc
50-54	295716.0	JVD98_R1_rmphix_fastqc
55-59	275857.0	JVD98_R1_rmphix_fastqc
60-64	264694.0	JVD98_R1_rmphix_fastqc
65-69	263996.0	JVD98_R1_rmphix_fastqc
70-74	254905.0	JVD98_R1_rmphix_fastqc
75-79	241134.0	JVD98_R1_rmphix_fastqc
80-84	237884.0	JVD98_R1_rmphix_fastqc
85-89	233160.0	JVD98_R1_rmphix_fastqc
90-94	232463.0	JVD98_R1_rmphix_fastqc
95-99	242537.0	JVD98_R1_rmphix_fastqc
100-104	264667.0	JVD98_R1_rmphix_fastqc
105-109	259941.0	JVD98_R1_rmphix_fastqc
110-114	254099.0	JVD98_R1_rmphix_fastqc
115-119	256328.0	JVD98_R1_rmphix_fastqc
120-124	278325.0	JVD98_R1_rmphix_fastqc
125-129	285317.0	JVD98_R1_rmphix_fastqc
130-134	285940.0	JVD98_R1_rmphix_fastqc
135-139	285434.0	JVD98_R1_rmphix_fastqc
140-144	316982.0	JVD98_R1_rmphix_fastqc
145-149	404538.0	JVD98_R1_rmphix_fastqc
150-152	2.7159722E7	JVD98_R1_rmphix_fastqc
50-54	231953.0	JVD98_R2_rmphix_fastqc
55-59	231419.0	JVD98_R2_rmphix_fastqc
60-64	220963.0	JVD98_R2_rmphix_fastqc
65-69	245372.0	JVD98_R2_rmphix_fastqc
70-74	237226.0	JVD98_R2_rmphix_fastqc
75-79	238738.0	JVD98_R2_rmphix_fastqc
80-84	235555.0	JVD98_R2_rmphix_fastqc
85-89	232705.0	JVD98_R2_rmphix_fastqc
90-94	236192.0	JVD98_R2_rmphix_fastqc
95-99	239674.0	JVD98_R2_rmphix_fastqc
100-104	243959.0	JVD98_R2_rmphix_fastqc
105-109	249813.0	JVD98_R2_rmphix_fastqc
110-114	255128.0	JVD98_R2_rmphix_fastqc
115-119	264882.0	JVD98_R2_rmphix_fastqc
120-124	274622.0	JVD98_R2_rmphix_fastqc
125-129	288590.0	JVD98_R2_rmphix_fastqc
130-134	299234.0	JVD98_R2_rmphix_fastqc
135-139	324587.0	JVD98_R2_rmphix_fastqc
140-144	334952.0	JVD98_R2_rmphix_fastqc
145-149	403307.0	JVD98_R2_rmphix_fastqc
150-152	2.7304768E7	JVD98_R2_rmphix_fastqc
50-54	239027.0	JVD99_R1_rmphix_fastqc
55-59	218967.0	JVD99_R1_rmphix_fastqc
60-64	214127.0	JVD99_R1_rmphix_fastqc
65-69	211004.0	JVD99_R1_rmphix_fastqc
70-74	211365.0	JVD99_R1_rmphix_fastqc
75-79	203114.0	JVD99_R1_rmphix_fastqc
80-84	200909.0	JVD99_R1_rmphix_fastqc
85-89	197817.0	JVD99_R1_rmphix_fastqc
90-94	199715.0	JVD99_R1_rmphix_fastqc
95-99	209507.0	JVD99_R1_rmphix_fastqc
100-104	226968.0	JVD99_R1_rmphix_fastqc
105-109	226112.0	JVD99_R1_rmphix_fastqc
110-114	221291.0	JVD99_R1_rmphix_fastqc
115-119	224276.0	JVD99_R1_rmphix_fastqc
120-124	242795.0	JVD99_R1_rmphix_fastqc
125-129	249273.0	JVD99_R1_rmphix_fastqc
130-134	252005.0	JVD99_R1_rmphix_fastqc
135-139	250895.0	JVD99_R1_rmphix_fastqc
140-144	280358.0	JVD99_R1_rmphix_fastqc
145-149	358084.0	JVD99_R1_rmphix_fastqc
150-152	2.2971694E7	JVD99_R1_rmphix_fastqc
50-54	235379.0	JVD99_R2_rmphix_fastqc
55-59	235743.0	JVD99_R2_rmphix_fastqc
60-64	226631.0	JVD99_R2_rmphix_fastqc
65-69	248508.0	JVD99_R2_rmphix_fastqc
70-74	240241.0	JVD99_R2_rmphix_fastqc
75-79	243247.0	JVD99_R2_rmphix_fastqc
80-84	241280.0	JVD99_R2_rmphix_fastqc
85-89	240895.0	JVD99_R2_rmphix_fastqc
90-94	243618.0	JVD99_R2_rmphix_fastqc
95-99	246390.0	JVD99_R2_rmphix_fastqc
100-104	251755.0	JVD99_R2_rmphix_fastqc
105-109	255310.0	JVD99_R2_rmphix_fastqc
110-114	261867.0	JVD99_R2_rmphix_fastqc
115-119	271740.0	JVD99_R2_rmphix_fastqc
120-124	281197.0	JVD99_R2_rmphix_fastqc
125-129	296794.0	JVD99_R2_rmphix_fastqc
130-134	305972.0	JVD99_R2_rmphix_fastqc
135-139	331015.0	JVD99_R2_rmphix_fastqc
140-144	339665.0	JVD99_R2_rmphix_fastqc
145-149	403579.0	JVD99_R2_rmphix_fastqc
150-152	2.2208477E7	JVD99_R2_rmphix_fastqc
50-54	262151.0	JVN10_R1_rmphix_fastqc
55-59	241515.0	JVN10_R1_rmphix_fastqc
60-64	231051.0	JVN10_R1_rmphix_fastqc
65-69	220326.0	JVN10_R1_rmphix_fastqc
70-74	218192.0	JVN10_R1_rmphix_fastqc
75-79	207597.0	JVN10_R1_rmphix_fastqc
80-84	203685.0	JVN10_R1_rmphix_fastqc
85-89	197027.0	JVN10_R1_rmphix_fastqc
90-94	195693.0	JVN10_R1_rmphix_fastqc
95-99	202084.0	JVN10_R1_rmphix_fastqc
100-104	218049.0	JVN10_R1_rmphix_fastqc
105-109	214858.0	JVN10_R1_rmphix_fastqc
110-114	208206.0	JVN10_R1_rmphix_fastqc
115-119	208645.0	JVN10_R1_rmphix_fastqc
120-124	224971.0	JVN10_R1_rmphix_fastqc
125-129	227662.0	JVN10_R1_rmphix_fastqc
130-134	227567.0	JVN10_R1_rmphix_fastqc
135-139	225488.0	JVN10_R1_rmphix_fastqc
140-144	249688.0	JVN10_R1_rmphix_fastqc
145-149	314632.0	JVN10_R1_rmphix_fastqc
150-152	2.4145833E7	JVN10_R1_rmphix_fastqc
50-54	220325.0	JVN10_R2_rmphix_fastqc
55-59	221334.0	JVN10_R2_rmphix_fastqc
60-64	211947.0	JVN10_R2_rmphix_fastqc
65-69	231380.0	JVN10_R2_rmphix_fastqc
70-74	219691.0	JVN10_R2_rmphix_fastqc
75-79	222159.0	JVN10_R2_rmphix_fastqc
80-84	219025.0	JVN10_R2_rmphix_fastqc
85-89	217127.0	JVN10_R2_rmphix_fastqc
90-94	218344.0	JVN10_R2_rmphix_fastqc
95-99	216491.0	JVN10_R2_rmphix_fastqc
100-104	219532.0	JVN10_R2_rmphix_fastqc
105-109	222199.0	JVN10_R2_rmphix_fastqc
110-114	224860.0	JVN10_R2_rmphix_fastqc
115-119	230846.0	JVN10_R2_rmphix_fastqc
120-124	236694.0	JVN10_R2_rmphix_fastqc
125-129	245423.0	JVN10_R2_rmphix_fastqc
130-134	252398.0	JVN10_R2_rmphix_fastqc
135-139	270499.0	JVN10_R2_rmphix_fastqc
140-144	276766.0	JVN10_R2_rmphix_fastqc
145-149	327233.0	JVN10_R2_rmphix_fastqc
150-152	2.3940647E7	JVN10_R2_rmphix_fastqc
50-54	256949.0	JVN113_R1_rmphix_fastqc
55-59	236355.0	JVN113_R1_rmphix_fastqc
60-64	227223.0	JVN113_R1_rmphix_fastqc
65-69	217904.0	JVN113_R1_rmphix_fastqc
70-74	217000.0	JVN113_R1_rmphix_fastqc
75-79	206769.0	JVN113_R1_rmphix_fastqc
80-84	201859.0	JVN113_R1_rmphix_fastqc
85-89	197397.0	JVN113_R1_rmphix_fastqc
90-94	196751.0	JVN113_R1_rmphix_fastqc
95-99	203013.0	JVN113_R1_rmphix_fastqc
100-104	219617.0	JVN113_R1_rmphix_fastqc
105-109	214715.0	JVN113_R1_rmphix_fastqc
110-114	208994.0	JVN113_R1_rmphix_fastqc
115-119	208934.0	JVN113_R1_rmphix_fastqc
120-124	226025.0	JVN113_R1_rmphix_fastqc
125-129	228763.0	JVN113_R1_rmphix_fastqc
