GC_Content	Count	Library
66	1439501.0	FJVN102_R1_rmphix_fastqc
67	1501951.0	FJVN102_R1_rmphix_fastqc
68	1534827.5	FJVN102_R1_rmphix_fastqc
69	1535168.5	FJVN102_R1_rmphix_fastqc
70	1498182.5	FJVN102_R1_rmphix_fastqc
71	1424455.5	FJVN102_R1_rmphix_fastqc
72	1319726.0	FJVN102_R1_rmphix_fastqc
73	1189495.0	FJVN102_R1_rmphix_fastqc
74	1039468.5	FJVN102_R1_rmphix_fastqc
75	879012.5	FJVN102_R1_rmphix_fastqc
76	720070.0	FJVN102_R1_rmphix_fastqc
77	570447.0	FJVN102_R1_rmphix_fastqc
78	436856.0	FJVN102_R1_rmphix_fastqc
79	322661.5	FJVN102_R1_rmphix_fastqc
80	230034.5	FJVN102_R1_rmphix_fastqc
81	158581.5	FJVN102_R1_rmphix_fastqc
82	105753.5	FJVN102_R1_rmphix_fastqc
83	68806.0	FJVN102_R1_rmphix_fastqc
84	43258.5	FJVN102_R1_rmphix_fastqc
85	26367.0	FJVN102_R1_rmphix_fastqc
86	15749.0	FJVN102_R1_rmphix_fastqc
87	9383.5	FJVN102_R1_rmphix_fastqc
88	5490.0	FJVN102_R1_rmphix_fastqc
89	3030.0	FJVN102_R1_rmphix_fastqc
90	1683.0	FJVN102_R1_rmphix_fastqc
91	958.0	FJVN102_R1_rmphix_fastqc
92	535.0	FJVN102_R1_rmphix_fastqc
93	284.0	FJVN102_R1_rmphix_fastqc
94	140.0	FJVN102_R1_rmphix_fastqc
95	79.0	FJVN102_R1_rmphix_fastqc
96	56.5	FJVN102_R1_rmphix_fastqc
97	37.5	FJVN102_R1_rmphix_fastqc
98	28.0	FJVN102_R1_rmphix_fastqc
99	23.0	FJVN102_R1_rmphix_fastqc
100	17.5	FJVN102_R1_rmphix_fastqc
0	59.0	FJVN102_R2_rmphix_fastqc
1	49.5	FJVN102_R2_rmphix_fastqc
2	45.0	FJVN102_R2_rmphix_fastqc
3	61.0	FJVN102_R2_rmphix_fastqc
4	89.0	FJVN102_R2_rmphix_fastqc
5	118.5	FJVN102_R2_rmphix_fastqc
6	163.5	FJVN102_R2_rmphix_fastqc
7	226.0	FJVN102_R2_rmphix_fastqc
8	274.5	FJVN102_R2_rmphix_fastqc
9	350.5	FJVN102_R2_rmphix_fastqc
10	445.5	FJVN102_R2_rmphix_fastqc
11	566.0	FJVN102_R2_rmphix_fastqc
12	694.5	FJVN102_R2_rmphix_fastqc
13	840.0	FJVN102_R2_rmphix_fastqc
14	1040.5	FJVN102_R2_rmphix_fastqc
15	1290.0	FJVN102_R2_rmphix_fastqc
16	1601.0	FJVN102_R2_rmphix_fastqc
17	1981.5	FJVN102_R2_rmphix_fastqc
18	2453.5	FJVN102_R2_rmphix_fastqc
19	2955.0	FJVN102_R2_rmphix_fastqc
20	3529.0	FJVN102_R2_rmphix_fastqc
21	4286.5	FJVN102_R2_rmphix_fastqc
22	5338.0	FJVN102_R2_rmphix_fastqc
23	6470.0	FJVN102_R2_rmphix_fastqc
24	7746.5	FJVN102_R2_rmphix_fastqc
25	9406.5	FJVN102_R2_rmphix_fastqc
26	11423.0	FJVN102_R2_rmphix_fastqc
27	13768.0	FJVN102_R2_rmphix_fastqc
28	16302.0	FJVN102_R2_rmphix_fastqc
29	19158.5	FJVN102_R2_rmphix_fastqc
30	22484.0	FJVN102_R2_rmphix_fastqc
31	26354.0	FJVN102_R2_rmphix_fastqc
32	30840.5	FJVN102_R2_rmphix_fastqc
